"time_epoch","time","temp_c","temp_f","is_day","condition","wind_mph","wind_kph","wind_degree","wind_dir","pressure_mb","pressure_in","precip_mm","precip_in","snow_cm","humidity","cloud","feelslike_c","feelslike_f","windchill_c","windchill_f","heatindex_c","heatindex_f","dewpoint_c","dewpoint_f","will_it_rain","chance_of_rain","will_it_snow","chance_of_snow","vis_km","vis_miles","gust_mph","gust_kph","uv"
"1673305200","2023-01-1000:00","7.8","46.0","0","Patchyrainpossible","18.8","30.2","133","SE","1005.0","29.68","0.1","0.0","0.0","71","71","3.7","38.6","3.7","38.6","7.8","46.0","3.0","37.4","1","100","0","0","10.0","6.0","30.6","49.3","1.0"
"1673308800","2023-01-1001:00","7.3","45.2","0","Cloudy","16.4","26.4","138","SE","1006.0","29.69","0.0","0.0","0.0","75","81","3.4","38.1","3.4","38.1","7.3","45.2","3.3","37.9","0","0","0","0","10.0","6.0","28.5","45.8","1.0"
"1673312400","2023-01-1002:00","6.9","44.4","0","Patchyrainpossible","14.0","22.6","142","SE","1006.0","29.71","0.1","0.0","0.0","79","90","3.2","37.7","3.2","37.7","6.9","44.4","3.5","38.4","1","100","0","0","10.0","6.0","25.7","41.3","1.0"
"1673316000","2023-01-1003:00","6.4","43.5","0","Patchyrainpossible","11.6","18.7","146","SSE","1006.0","29.72","0.2","0.01","0.0","83","100","3.0","37.4","3.0","37.4","6.4","43.5","3.8","38.8","1","100","0","0","10.0","6.0","20.9","33.7","1.0"
"1673319600","2023-01-1004:00","6.2","43.2","0","Patchyrainpossible","9.8","15.8","157","SSE","1007.0","29.73","0.3","0.01","0.0","85","100","3.2","37.7","3.2","37.7","6.2","43.2","3.9","39.1","1","100","0","0","10.0","6.0","14.9","24.0","1.0"
"1673323200","2023-01-1005:00","6.1","42.9","0","Moderaterainattimes","8.1","13.0","168","SSE","1008.0","29.75","0.7","0.03","0.0","87","100","3.4","38.1","3.4","38.1","6.1","42.9","4.1","39.3","1","100","0","0","10.0","6.0","14.5","23.3","1.0"
"1673326800","2023-01-1006:00","5.9","42.6","0","Moderaterainattimes","6.3","10.1","179","S","1008.0","29.77","0.5","0.02","0.0","89","100","3.7","38.7","3.7","38.7","5.9","42.6","4.2","39.6","1","100","0","0","10.0","6.0","13.6","22.0","1.0"
"1673330400","2023-01-1007:00","6.0","42.9","0","Patchyrainpossible","6.0","9.7","200","SSW","1009.0","29.79","0.2","0.01","0.0","89","100","4.0","39.1","4.0","39.1","6.0","42.9","4.4","40.0","1","100","0","0","10.0","6.0","14.7","23.6","1.0"
"1673334000","2023-01-1008:00","6.2","43.1","1","Patchyrainpossible","5.8","9.4","220","SW","1010.0","29.81","0.1","0.0","0.0","90","100","4.2","39.5","4.2","39.5","6.2","43.1","4.7","40.4","1","100","0","0","10.0","6.0","12.8","20.5","2.0"
"1673337600","2023-01-1009:00","6.3","43.3","1","Patchyrainpossible","5.6","9.0","240","WSW","1010.0","29.83","0.2","0.01","0.0","91","100","4.4","40.0","4.4","40.0","6.3","43.3","4.9","40.8","1","100","0","0","10.0","6.0","12.8","20.5","2.0"
"1673341200","2023-01-1010:00","6.2","43.2","1","Patchyrainpossible","7.6","12.2","264","W","1011.0","29.85","0.2","0.01","0.0","91","100","3.7","38.6","3.7","38.6","6.2","43.2","4.8","40.7","1","100","0","0","10.0","6.0","13.6","21.9","2.0"
"1673344800","2023-01-1011:00","6.1","43.0","1","Patchyrainpossible","9.6","15.5","288","WNW","1011.0","29.87","0.1","0.0","0.0","91","100","3.0","37.5","3.0","37.5","6.1","43.0","4.8","40.6","1","100","0","0","10.0","6.0","15.0","24.2","2.0"
"1673348400","2023-01-1012:00","6.0","42.8","1","Patchyrainpossible","11.6","18.7","312","NW","1012.0","29.88","0.1","0.0","0.0","92","100","2.5","36.5","2.5","36.5","6.0","42.8","4.7","40.5","1","100","0","0","10.0","6.0","14.5","23.4","2.0"
"1673352000","2023-01-1013:00","5.7","42.3","1","Patchyrainpossible","11.3","18.2","314","NW","1013.0","29.91","0.1","0.0","0.0","92","100","2.2","36.0","2.2","36.0","5.7","42.3","4.5","40.2","1","100","0","0","7.3","4.0","14.4","23.2","2.0"
"1673355600","2023-01-1014:00","5.5","41.8","1","Overcast","11.0","17.8","317","NW","1014.0","29.93","0.0","0.0","0.0","93","100","1.9","35.5","1.9","35.5","5.5","41.8","4.4","39.9","0","0","0","0","4.7","2.0","14.2","22.9","2.0"
"1673359200","2023-01-1015:00","5.2","41.4","1","Overcast","10.7","17.3","319","NW","1014.0","29.95","0.0","0.0","0.0","93","100","1.7","35.0","1.7","35.0","5.2","41.4","4.2","39.6","0","0","0","0","2.0","1.0","14.1","22.7","2.0"
"1673362800","2023-01-1016:00","5.0","41.1","1","Overcast","10.8","17.4","321","NW","1015.0","29.98","0.0","0.0","0.0","94","100","1.4","34.6","1.4","34.6","5.0","41.1","4.2","39.5","0","0","0","0","2.0","1.0","14.2","22.9","2.0"
"1673366400","2023-01-1017:00","4.9","40.8","0","Patchyrainpossible","10.9","17.5","324","NW","1016.0","30.0","0.1","0.0","0.0","95","100","1.2","34.2","1.2","34.2","4.9","40.8","4.1","39.4","1","100","0","0","2.0","1.0","14.4","23.2","1.0"
"1673370000","2023-01-1018:00","4.7","40.5","0","Patchyrainpossible","11.0","17.6","326","NNW","1017.0","30.03","0.1","0.0","0.0","96","100","1.0","33.8","1.0","33.8","4.7","40.5","4.1","39.4","1","100","0","0","2.0","1.0","14.5","23.4","1.0"
"1673373600","2023-01-1019:00","5.0","40.9","0","Patchyrainpossible","12.1","19.4","328","NNW","1017.0","30.04","0.3","0.01","0.0","94","100","1.1","34.0","1.1","34.0","5.0","40.9","4.1","39.4","1","100","0","0","4.7","2.0","16.0","25.8","1.0"
"1673377200","2023-01-1020:00","5.2","41.4","0","Heavyrainattimes","9.9","16.0","329","NNW","1018.0","30.06","1.0","0.04","0.0","92","100","1.9","35.4","1.9","35.4","5.2","41.4","4.1","39.4","1","100","0","0","7.3","4.0","17.5","28.2","1.0"
"1673380800","2023-01-1021:00","5.5","41.9","0","Heavyrainattimes","10.8","17.4","331","NNW","1019.0","30.08","1.2","0.05","0.0","91","100","2.0","35.6","2.0","35.6","5.5","41.9","4.1","39.4","1","100","0","0","10.0","6.0","19.0","30.6","1.0"
"1673384400","2023-01-1022:00","5.4","41.8","0","Heavyrainattimes","12.2","19.7","332","NNW","1017.0","30.03","1.2","0.05","0.0","92","100","1.7","35.0","1.7","35.0","5.4","41.8","4.2","39.5","1","100","0","0","9.7","6.0","20.2","32.5","1.0"
"1673388000","2023-01-1023:00","5.4","41.7","0","Moderateorheavyrainshower","12.8","20.5","334","NNW","1016.0","29.99","1.5","0.06","0.0","93","100","1.5","34.6","1.5","34.6","5.4","41.7","4.2","39.6","1","100","0","0","9.3","5.0","21.4","34.4","1.0"
"1673391600","2023-01-1100:00","5.3","41.5","0","Moderateorheavyrainshower","12.9","20.8","336","NNW","1014.0","29.95","1.8","0.07","0.0","94","100","1.4","34.4","1.4","34.4","5.3","41.5","4.3","39.7","1","100","0","0","9.0","5.0","22.6","36.4","1.0"
"1673395200","2023-01-1101:00","5.2","41.4","0","Moderateorheavyrainshower","15.9","25.6","338","NNW","1015.0","29.96","1.8","0.07","0.0","94","100","0.8","33.4","0.8","33.4","5.2","41.4","4.3","39.7","1","100","0","0","9.0","5.0","22.2","35.8","1.0"
"1673398800","2023-01-1102:00","5.2","41.3","0","Moderateorheavyrainshower","15.7","25.2","340","NNW","1015.0","29.97","1.8","0.07","0.0","94","100","0.7","33.3","0.7","33.3","5.2","41.3","4.2","39.6","1","100","0","0","9.0","5.0","21.8","35.2","1.0"
"1673402400","2023-01-1103:00","5.1","41.2","0","Moderateorheavyrainshower","15.4","24.8","342","NNW","1015.0","29.98","1.8","0.07","0.0","94","100","0.7","33.2","0.7","33.2","5.1","41.2","4.2","39.6","1","100","0","0","9.0","5.0","21.5","34.6","1.0"
"1673406000","2023-01-1104:00","5.1","41.2","0","Moderateorheavyrainshower","14.5","23.4","343","NNW","1016.0","30.0","1.9","0.07","0.0","93","100","0.8","33.5","0.8","33.5","5.1","41.2","4.1","39.4","1","100","0","0","9.0","5.0","22.7","36.5","1.0"
"1673409600","2023-01-1105:00","5.1","41.2","0","Moderateorheavyrainshower","13.6","22.0","343","NNW","1016.0","30.02","1.7","0.07","0.0","93","100","1.0","33.7","1.0","33.7","5.1","41.2","4.0","39.2","1","100","0","0","9.0","5.0","21.4","34.4","1.0"
"1673413200","2023-01-1106:00","5.1","41.2","0","Heavyrainattimes","12.8","20.5","344","NNW","1017.0","30.03","1.3","0.05","0.0","92","100","1.1","34.0","1.1","34.0","5.1","41.2","3.9","39.0","1","100","0","0","9.0","5.0","17.9","28.8","1.0"
"1673416800","2023-01-1107:00","5.2","41.4","0","Heavyrainattimes","10.7","17.3","342","NNW","1018.0","30.06","1.0","0.04","0.0","91","100","1.7","35.0","1.7","35.0","5.2","41.4","3.8","38.9","1","100","0","0","9.3","5.0","17.8","28.6","1.0"
"1673420400","2023-01-1108:00","5.3","41.5","1","Moderaterainattimes","8.7","14.0","341","NNW","1019.0","30.08","0.5","0.02","0.0","90","100","2.3","36.1","2.3","36.1","5.3","41.5","3.8","38.8","1","100","0","0","9.7","6.0","15.7","25.2","2.0"
"1673424000","2023-01-1109:00","5.4","41.7","1","Patchyrainpossible","6.7","10.8","340","NNW","1019.0","30.1","0.4","0.02","0.0","89","100","3.0","37.3","3.0","37.3","5.4","41.7","3.7","38.7","1","100","0","0","10.0","6.0","14.1","22.7","2.0"
"1673427600","2023-01-1110:00","5.6","42.1","1","Patchyrainpossible","6.6","10.6","333","NNW","1020.0","30.11","0.3","0.01","0.0","88","100","3.3","37.9","3.3","37.9","5.6","42.1","3.8","38.9","1","100","0","0","10.0","6.0","14.0","22.5","2.0"
"1673431200","2023-01-1111:00","5.9","42.6","1","Patchyrainpossible","6.4","10.3","326","NNW","1020.0","30.12","0.2","0.01","0.0","88","100","3.6","38.5","3.6","38.5","5.9","42.6","4.0","39.1","1","100","0","0","10.0","6.0","13.3","21.4","2.0"
"1673434800","2023-01-1112:00","6.1","43.0","1","Patchyrainpossible","6.3","10.1","318","NW","1020.0","30.13","0.1","0.0","0.0","87","100","4.0","39.1","4.0","39.1","6.1","43.0","4.1","39.4","1","100","0","0","10.0","6.0","12.5","20.2","2.0"
"1673438400","2023-01-1113:00","6.0","42.9","1","Patchyrainpossible","6.4","10.3","309","NW","1021.0","30.14","0.1","0.0","0.0","87","100","3.8","38.9","3.8","38.9","6.0","42.9","4.1","39.3","1","100","0","0","10.0","6.0","11.9","19.2","2.0"
"1673442000","2023-01-1114:00","6.0","42.7","1","Overcast","6.6","10.6","299","WNW","1021.0","30.15","0.0","0.0","0.0","87","100","3.7","38.7","3.7","38.7","6.0","42.7","4.0","39.3","0","0","0","0","10.0","6.0","11.3","18.2","2.0"
"1673445600","2023-01-1115:00","5.9","42.6","1","Overcast","6.7","10.8","289","WNW","1021.0","30.15","0.0","0.0","0.0","88","100","3.6","38.4","3.6","38.4","5.9","42.6","4.0","39.2","0","0","0","0","10.0","6.0","8.3","13.3","2.0"
"1673449200","2023-01-1116:00","5.7","42.2","1","Patchyrainpossible","6.9","11.0","283","WNW","1022.0","30.17","0.1","0.0","0.0","88","100","3.2","37.8","3.2","37.8","5.7","42.2","3.9","39.0","1","100","0","0","10.0","6.0","8.4","13.6","2.0"
"1673452800","2023-01-1117:00","5.4","41.8","0","Patchyrainpossible","7.0","11.3","277","W","1022.0","30.18","0.2","0.01","0.0","89","100","2.9","37.3","2.9","37.3","5.4","41.8","3.8","38.8","1","100","0","0","10.0","6.0","8.6","13.8","1.0"
"1673456400","2023-01-1118:00","5.2","41.4","0","Patchyrainpossible","7.2","11.5","270","W","1023.0","30.2","0.1","0.0","0.0","90","100","2.6","36.7","2.6","36.7","5.2","41.4","3.7","38.7","1","100","0","0","10.0","6.0","8.7","14.0","1.0"
"1673460000","2023-01-1119:00","5.0","41.0","0","Patchyrainpossible","6.3","10.1","263","W","1023.0","30.2","0.1","0.0","0.0","90","100","2.6","36.8","2.6","36.8","5.0","41.0","3.6","38.4","1","100","0","0","10.0","6.0","7.8","12.5","1.0"
"1673463600","2023-01-1120:00","4.8","40.6","0","Overcast","5.4","8.6","255","WSW","1023.0","30.2","0.0","0.0","0.0","91","100","2.7","36.9","2.7","36.9","4.8","40.6","3.4","38.2","0","0","0","0","10.0","6.0","6.8","10.9","1.0"
"1673467200","2023-01-1121:00","4.6","40.3","0","Overcast","4.5","7.2","247","WSW","1023.0","30.2","0.0","0.0","0.0","91","100","2.9","37.2","2.9","37.2","4.6","40.3","3.3","37.9","0","0","0","0","10.0","6.0","5.8","9.4","1.0"
"1673470800","2023-01-1122:00","4.6","40.2","0","Overcast","3.9","6.2","248","WSW","1022.0","30.18","0.0","0.0","0.0","92","100","3.2","37.7","3.2","37.7","4.6","40.2","3.4","38.1","0","0","0","0","10.0","6.0","5.1","8.2","1.0"
"1673474400","2023-01-1123:00","4.5","40.2","0","Overcast","3.3","5.3","249","WSW","1022.0","30.16","0.0","0.0","0.0","93","100","3.4","38.2","3.4","38.2","4.5","40.2","3.4","38.2","0","0","0","0","10.0","6.0","4.3","7.0","1.0"
"1673478000","2023-01-1200:00","4.5","40.1","0","Overcast","2.7","4.3","251","WSW","1021.0","30.15","0.0","0.0","0.0","93","100","3.8","38.8","3.8","38.8","4.5","40.1","3.5","38.3","0","0","0","0","10.0","6.0","3.6","5.8","1.0"
"1673481600","2023-01-1201:00","4.6","40.3","0","Overcast","2.7","4.3","220","SW","1021.0","30.14","0.0","0.0","0.0","93","100","3.9","39.0","3.9","39.0","4.6","40.3","3.5","38.4","0","0","0","0","10.0","6.0","3.6","5.8","1.0"
"1673485200","2023-01-1202:00","4.7","40.5","0","Overcast","2.7","4.3","190","S","1020.0","30.13","0.0","0.0","0.0","92","100","4.0","39.3","4.0","39.3","4.7","40.5","3.6","38.4","0","0","0","0","10.0","6.0","3.6","5.8","1.0"
"1673488800","2023-01-1203:00","4.8","40.6","0","Overcast","2.7","4.3","159","SSE","1020.0","30.12","0.0","0.0","0.0","92","100","4.1","39.5","4.1","39.5","4.8","40.6","3.6","38.5","0","0","0","0","10.0","6.0","3.6","5.8","1.0"
"1673492400","2023-01-1204:00","4.8","40.7","0","Overcast","3.1","4.9","151","SSE","1020.0","30.12","0.0","0.0","0.0","91","94","3.9","39.1","3.9","39.1","4.8","40.7","3.5","38.4","0","0","0","0","10.0","6.0","4.2","6.7","1.0"
"1673496000","2023-01-1205:00","4.9","40.8","0","Overcast","3.4","5.5","142","SE","1020.0","30.12","0.0","0.0","0.0","91","88","3.7","38.7","3.7","38.7","4.9","40.8","3.5","38.2","0","0","0","0","10.0","6.0","4.8","7.7","1.0"
"1673499600","2023-01-1206:00","4.9","40.8","0","Cloudy","3.8","6.1","133","SE","1020.0","30.11","0.0","0.0","0.0","90","82","3.6","38.4","3.6","38.4","4.9","40.8","3.4","38.1","0","0","0","0","10.0","6.0","5.4","8.6","1.0"
"1673503200","2023-01-1207:00","4.9","40.8","0","Overcast","4.5","7.2","136","SE","1020.0","30.12","0.0","0.0","0.0","89","88","3.2","37.8","3.2","37.8","4.9","40.8","3.2","37.7","0","0","0","0","10.0","6.0","6.3","10.1","1.0"
"1673506800","2023-01-1208:00","4.9","40.8","1","Overcast","5.1","8.3","138","SE","1020.0","30.13","0.0","0.0","0.0","87","94","2.9","37.3","2.9","37.3","4.9","40.8","2.9","37.3","0","0","0","0","10.0","6.0","7.2","11.5","1.0"
"1673510400","2023-01-1209:00","4.9","40.8","1","Overcast","5.8","9.4","140","SE","1021.0","30.14","0.0","0.0","0.0","86","100","2.7","36.8","2.7","36.8","4.9","40.8","2.7","36.9","0","0","0","0","10.0","6.0","8.1","13.0","1.0"
"1673514000","2023-01-1210:00","5.1","41.2","1","Overcast","4.6","7.4","133","SE","1021.0","30.14","0.0","0.0","0.0","86","100","3.4","38.1","3.4","38.1","5.1","41.2","3.0","37.3","0","0","0","0","10.0","6.0","6.3","10.2","2.0"
"1673517600","2023-01-1211:00","5.3","41.5","1","Overcast","3.4","5.5","125","SE","1020.0","30.13","0.0","0.0","0.0","86","100","4.2","39.6","4.2","39.6","5.3","41.5","3.2","37.8","0","0","0","0","10.0","6.0","4.6","7.4","2.0"
"1673521200","2023-01-1212:00","5.5","41.9","1","Overcast","2.2","3.6","118","ESE","1020.0","30.13","0.0","0.0","0.0","87","100","5.3","41.5","5.3","41.5","5.5","41.9","3.5","38.3","0","0","0","0","10.0","6.0","2.9","4.7","2.0"
"1673524800","2023-01-1213:00","5.4","41.7","1","Overcast","2.5","4.0","97","E","1020.0","30.13","0.0","0.0","0.0","88","100","5.0","40.9","5.0","40.9","5.4","41.7","3.6","38.5","0","0","0","0","10.0","6.0","3.2","5.2","2.0"
"1673528400","2023-01-1214:00","5.3","41.5","1","Overcast","2.7","4.3","76","ENE","1021.0","30.14","0.0","0.0","0.0","89","100","4.7","40.5","4.7","40.5","5.3","41.5","3.7","38.7","0","0","0","0","10.0","6.0","6.0","9.7","2.0"
"1673532000","2023-01-1215:00","5.2","41.4","1","Overcast","2.9","4.7","55","NE","1021.0","30.14","0.0","0.0","0.0","91","100","4.4","40.0","4.4","40.0","5.2","41.4","3.8","38.8","0","0","0","0","10.0","6.0","3.8","6.1","2.0"
"1673535600","2023-01-1216:00","5.1","41.2","1","Overcast","2.5","4.0","64","ENE","1021.0","30.16","0.0","0.0","0.0","91","100","4.7","40.4","4.7","40.4","5.1","41.2","3.8","38.9","0","0","0","0","7.3","4.0","3.2","5.2","2.0"
"1673539200","2023-01-1217:00","5.1","41.1","0","Overcast","2.0","3.2","73","ENE","1022.0","30.18","0.0","0.0","0.0","92","100","5.0","40.9","5.0","40.9","5.1","41.1","3.9","39.0","0","0","0","0","4.7","2.0","2.6","4.2","1.0"
"1673542800","2023-01-1218:00","5.0","41.0","0","Overcast","1.6","2.5","82","E","1022.0","30.19","0.0","0.0","0.0","92","100","5.0","41.0","5.0","41.0","5.0","41.0","3.9","39.0","0","0","0","0","2.0","1.0","2.0","3.2","1.0"
"1673546400","2023-01-1219:00","5.0","40.9","0","Overcast","2.2","3.6","140","SE","1023.0","30.2","0.0","0.0","0.0","92","100","4.7","40.4","4.7","40.4","5.0","40.9","3.8","38.8","0","0","0","0","4.7","2.0","3.0","4.8","1.0"
"1673550000","2023-01-1220:00","4.9","40.9","0","Overcast","2.9","4.7","198","SSW","1023.0","30.21","0.0","0.0","0.0","91","100","4.1","39.5","4.1","39.5","4.9","40.9","3.6","38.5","0","0","0","0","7.3","4.0","4.0","6.4","1.0"
"1673553600","2023-01-1221:00","4.9","40.8","0","Overcast","3.6","5.8","257","WSW","1023.0","30.22","0.0","0.0","0.0","91","100","3.7","38.6","3.7","38.6","4.9","40.8","3.5","38.3","0","0","0","0","10.0","6.0","4.9","7.9","1.0"
"1673557200","2023-01-1222:00","4.6","40.3","0","Overcast","3.7","5.9","245","WSW","1024.0","30.23","0.0","0.0","0.0","90","88","3.3","37.9","3.3","37.9","4.6","40.3","3.1","37.6","0","0","0","0","10.0","6.0","5.3","8.5","1.0"
"1673560800","2023-01-1223:00","4.3","39.7","0","Cloudy","3.7","6.0","234","SW","1024.0","30.25","0.0","0.0","0.0","90","76","2.9","37.3","2.9","37.3","4.3","39.7","2.8","37.0","0","0","0","0","10.0","6.0","5.7","9.1","1.0"
"1673564400","2023-01-1300:00","4.0","39.2","0","Cloudy","3.8","6.1","223","SW","1025.0","30.26","0.0","0.0","0.0","89","64","2.5","36.6","2.5","36.6","4.0","39.2","2.4","36.3","0","0","0","0","10.0","6.0","6.0","9.7","1.0"
"1673568000","2023-01-1301:00","3.8","38.9","0","Cloudy","3.7","5.9","220","SW","1025.0","30.26","0.0","0.0","0.0","89","61","2.4","36.4","2.4","36.4","3.8","38.9","2.2","36.0","0","0","0","0","10.0","6.0","5.8","9.4","1.0"
"1673571600","2023-01-1302:00","3.7","38.6","0","Partlycloudy","3.5","5.6","217","SW","1024.0","30.25","0.0","0.0","0.0","89","57","2.3","36.2","2.3","36.2","3.7","38.6","2.1","35.7","0","0","0","0","10.0","6.0","5.6","9.0","1.0"
"1673575200","2023-01-1303:00","3.5","38.3","0","Partlycloudy","3.4","5.4","214","SW","1024.0","30.25","0.0","0.0","0.0","89","54","2.2","36.0","2.2","36.0","3.5","38.3","1.9","35.4","0","0","0","0","10.0","6.0","5.4","8.6","1.0"
"1673578800","2023-01-1304:00","3.3","37.9","0","Partlycloudy","3.4","5.5","191","SSW","1024.0","30.24","0.0","0.0","0.0","89","57","2.0","35.5","2.0","35.5","3.3","37.9","1.7","35.0","0","0","0","0","10.0","6.0","5.7","9.1","1.0"
"1673582400","2023-01-1305:00","3.1","37.6","0","Partlycloudy","3.5","5.6","168","SSE","1024.0","30.24","0.0","0.0","0.0","89","59","1.7","35.0","1.7","35.0","3.1","37.6","1.4","34.6","0","0","0","0","10.0","6.0","6.0","9.6","1.0"
"1673586000","2023-01-1306:00","2.9","37.2","0","Cloudy","3.6","5.8","145","SE","1024.0","30.23","0.0","0.0","0.0","89","62","1.4","34.5","1.4","34.5","2.9","37.2","1.2","34.2","0","0","0","0","10.0","6.0","6.3","10.1","1.0"
"1673589600","2023-01-1307:00","3.4","38.2","0","Partlycloudy","3.2","5.2","139","SE","1024.0","30.23","0.0","0.0","0.0","86","47","2.2","36.0","2.2","36.0","3.4","38.2","1.3","34.3","0","0","0","0","10.0","6.0","5.4","8.6","1.0"
"1673593200","2023-01-1308:00","4.0","39.1","1","Partlycloudy","2.8","4.6","134","SE","1024.0","30.24","0.0","0.0","0.0","83","32","3.1","37.6","3.1","37.6","4.0","39.1","1.4","34.5","0","0","0","0","10.0","6.0","4.5","7.2","2.0"
"1673596800","2023-01-1309:00","4.5","40.1","1","Sunny","2.5","4.0","129","SE","1024.0","30.24","0.0","0.0","0.0","81","17","4.0","39.1","4.0","39.1","4.5","40.1","1.5","34.7","0","0","0","0","10.0","6.0","6.2","9.9","2.0"
"1673600400","2023-01-1310:00","6.0","42.9","1","Sunny","3.7","5.9","138","SE","1024.0","30.23","0.0","0.0","0.0","76","15","5.0","40.9","5.0","40.9","6.0","42.9","2.1","35.7","0","0","0","0","10.0","6.0","7.7","12.4","3.0"
"1673604000","2023-01-1311:00","7.6","45.6","1","Sunny","4.8","7.8","147","SSE","1023.0","30.21","0.0","0.0","0.0","71","13","6.2","43.2","6.2","43.2","7.6","45.6","2.6","36.7","0","0","0","0","10.0","6.0","8.4","13.5","3.0"
"1673607600","2023-01-1312:00","9.1","48.4","1","Sunny","6.0","9.7","157","SSE","1022.0","30.19","0.0","0.0","0.0","67","11","7.6","45.7","7.6","45.7","9.1","48.4","3.2","37.8","0","0","0","0","10.0","6.0","9.7","15.7","3.0"
"1673611200","2023-01-1313:00","9.1","48.4","1","Sunny","5.9","9.5","150","SSE","1022.0","30.18","0.0","0.0","0.0","65","10","7.7","45.8","7.7","45.8","9.1","48.4","3.0","37.3","0","0","0","0","10.0","6.0","10.0","16.1","3.0"
"1673614800","2023-01-1314:00","9.1","48.4","1","Sunny","5.7","9.2","143","SE","1021.0","30.16","0.0","0.0","0.0","64","9","7.7","45.9","7.7","45.9","9.1","48.4","2.7","36.9","0","0","0","0","10.0","6.0","9.8","15.7","3.0"
"1673618400","2023-01-1315:00","9.1","48.4","1","Sunny","5.6","9.0","137","SE","1021.0","30.15","0.0","0.0","0.0","63","8","7.7","45.9","7.7","45.9","9.1","48.4","2.5","36.5","0","0","0","0","10.0","6.0","7.4","11.9","3.0"
"1673622000","2023-01-1316:00","8.2","46.7","1","Sunny","5.5","8.9","135","SE","1021.0","30.15","0.0","0.0","0.0","68","11","6.7","44.0","6.7","44.0","8.2","46.7","2.6","36.6","0","0","0","0","10.0","6.0","8.1","13.0","3.0"
"1673625600","2023-01-1317:00","7.2","45.0","0","Clear","5.4","8.8","132","SE","1021.0","30.16","0.0","0.0","0.0","73","13","5.6","42.0","5.6","42.0","7.2","45.0","2.6","36.7","0","0","0","0","10.0","6.0","11.5","18.5","1.0"
"1673629200","2023-01-1318:00","6.3","43.3","0","Clear","5.4","8.6","130","SE","1021.0","30.16","0.0","0.0","0.0","78","16","4.5","40.1","4.5","40.1","6.3","43.3","2.7","36.9","0","0","0","0","10.0","6.0","12.1","19.4","1.0"
"1673632800","2023-01-1319:00","6.0","42.7","0","Clear","5.6","9.0","131","SE","1021.0","30.16","0.0","0.0","0.0","80","15","4.0","39.3","4.0","39.3","6.0","42.7","2.7","36.9","0","0","0","0","10.0","6.0","12.5","20.0","1.0"
"1673636400","2023-01-1320:00","5.6","42.1","0","Clear","5.8","9.4","133","SE","1021.0","30.16","0.0","0.0","0.0","82","14","3.6","38.4","3.6","38.4","5.6","42.1","2.8","37.0","0","0","0","0","10.0","6.0","12.7","20.5","1.0"
"1673640000","2023-01-1321:00","5.3","41.5","0","Clear","6.0","9.7","134","SE","1022.0","30.16","0.0","0.0","0.0","84","13","3.1","37.5","3.1","37.5","5.3","41.5","2.8","37.0","0","0","0","0","10.0","6.0","11.0","17.6","1.0"
"1673643600","2023-01-1322:00","5.0","41.0","0","Clear","5.7","9.1","129","SE","1021.0","30.16","0.0","0.0","0.0","82","12","2.9","37.1","2.9","37.1","5.0","41.0","2.2","36.0","0","0","0","0","10.0","6.0","10.2","16.4","1.0"
"1673647200","2023-01-1323:00","4.7","40.5","0","Clear","5.3","8.5","124","SE","1021.0","30.15","0.0","0.0","0.0","81","12","2.7","36.8","2.7","36.8","4.7","40.5","1.7","35.0","0","0","0","0","10.0","6.0","9.5","15.2","1.0"
"1673650800","2023-01-1400:00","4.4","39.9","0","Clear","4.9","7.9","119","ESE","1021.0","30.14","0.0","0.0","0.0","79","11","2.5","36.4","2.5","36.4","4.4","39.9","1.1","34.0","0","0","0","0","10.0","6.0","8.7","14.0","1.0"
"1673654400","2023-01-1401:00","4.3","39.7","0","Clear","4.2","6.7","120","ESE","1021.0","30.15","0.0","0.0","0.0","80","15","2.6","36.8","2.6","36.8","4.3","39.7","1.1","34.0","0","0","0","0","10.0","6.0","7.3","11.8","1.0"
"1673658000","2023-01-1402:00","4.1","39.4","0","Clear","3.4","5.5","120","ESE","1021.0","30.16","0.0","0.0","0.0","81","20","2.9","37.2","2.9","37.2","4.1","39.4","1.2","34.1","0","0","0","0","10.0","6.0","5.9","9.5","1.0"
"1673661600","2023-01-1403:00","4.0","39.2","0","Clear","2.7","4.3","121","ESE","1022.0","30.17","0.0","0.0","0.0","82","24","3.2","37.8","3.2","37.8","4.0","39.2","1.2","34.2","0","0","0","0","10.0","6.0","4.5","7.2","1.0"
"1673665200","2023-01-1404:00","3.9","39.1","0","Partlycloudy","1.9","3.1","137","SE","1022.0","30.18","0.0","0.0","0.0","82","34","3.8","38.8","3.8","38.8","3.9","39.1","1.2","34.2","0","0","0","0","10.0","6.0","3.2","5.2","1.0"
"1673668800","2023-01-1405:00","3.9","39.0","0","Partlycloudy","1.2","1.9","153","SSE","1022.0","30.19","0.0","0.0","0.0","83","44","3.9","39.0","3.9","39.0","3.9","39.0","1.2","34.2","0","0","0","0","10.0","6.0","1.9","3.1","1.0"
"1673672400","2023-01-1406:00","3.8","38.8","0","Partlycloudy","0.4","0.7","169","S","1023.0","30.2","0.0","0.0","0.0","83","54","3.8","38.8","3.8","38.8","3.8","38.8","1.2","34.2","0","0","0","0","10.0","6.0","3.0","4.9","1.0"
